"Accession","Plant.","Bench","Row","Column","Osmocote","Salt","Treatment","Plant..1","Bench.","Tray","TPlant.","TRow","TColumn","Plate","Accession.","Transplant_Date","exp","Numlvs_0511_tot.not.including.cotyledons","Numlvs_0511_fullyexpanded.not.including.cotyledons","Notes_0511","Status_0515","status_0518...","exclude.from.analyses.","NumLvs_053118","Num_FullyExpaneded_Lvs_053118","Notes_053118","SLA.biomass","Aboveground.biomass","Belowground.biomass","RNA.leaf.biomass","X2.RNA.bags..weight.of.2nd","PlantDied","Notes","Root.Date","X","Include","Survival","Tot_AG","Tot_BG","Tot_Biomass","mold","ln_AG","ln_BG","ln_Tot","X.1","RNASeqExp","X.2","Plant..2","TissueBox.","Date_ground","Date_RNA_extracted","SeqPlate","SeqPlateRow","SeqPlateColumn","GGBC.RIN","My_RIN","X.3","ReproStageSampled","Reproductive","SampleDay","SampleNotes","X.4","MisIDed","Chlorophyll","Hybrid_set","Hybrid_role","Species","init.weight","RNA.leaf.biomass_full","Tot_biomass2","growdays","RGR"
"HA 89",24,1,6,"B","High","Salt","HighSalt",24,24,1,42,"D",6,2,3,"4/30/18",1,"4",2,"","","","",14,10,"",0.2726,1.6823,0.3978,0.1655,"","","Mold","","","y",1,2.2275,0.3978,2.6253,"y",0.80087988,-0.921805913,0.965195175,NA,"y",NA,24,"13","2/22/19","2/25/19","3","A",5,7.7,"8.1",NA,"R1","yes",1,"","","",24.9,"HA89/RHA274","Female","Cultivated",0.07966,0.331,2.6837,33,0.106581337594501
"HA 89",82,2,11,"A","Low","Salt","Combo",82,11,4,237,"B",9,6,15,"4/30/18",1,"4",2,"","","","",8,4,"bud",0.0891,0.7561,0.07,0.0542,"","","","19-Jun","","y",1,0.9343,0.07,1.0043,"n",-0.067957693,-2.659260037,0.004290781,NA,"y",NA,82,"10","11/9/18","11/19/18","2","C",4,8,"8.7",NA,"","yes",2,"","","",16.3,"HA89/RHA274","Female","Cultivated",0.07966,0.1084,1.0236,33,0.0773731371676405
"HA 89",189,3,10,"C","Low","NoSalt","LowNut",189,46,7,438,"A",6,6,26,"5/1/18",1,"4",2,"","","","",18,10,"bud",0.3475,3.2067,0.6302,0.203,"","","","21-Jun","","y",1,3.9017,0.6302,4.5319,"n",1.361412356,-0.46171805,1.511141278,NA,"y",NA,189,"6","","3/4/19","3","D",7,7.3,"7.1",NA,"R1","yes",2,"","","",15.5,"HA89/RHA274","Female","Cultivated",0.07966,0.406,4.5904,32,0.12668608960855
"HA 89",151,3,8,"A","Low","NoSalt","LowNut",151,8,8,517,"B",1,3,31,"5/1/18",1,"4",2,"","","","",18,9,"bud",0.4057,5.9801,NA,0.3017,"","","Shelf Fall","","","y",1,6.7915,NA,NA,"n",1.91567183,NA,NA,NA,"y",NA,151,"11","11/20/18","12/3/18","2","D",7,6.5,"8.4",NA,"","yes",2,"","","",14.8,"HA89/RHA274","Female","Cultivated",0.07966,0.6034,NA,32,NA
"HA 89",311,5,9,"B","Low","Salt","Combo",311,27,2,115,"D",7,2,7,"4/30/18",1,"4",2,"","","","",14,8,"",0.1928,1.2485,0.3602,0.1426,"","","Mold","18-Jun","","y",1,1.6341,0.3602,1.9943,"y",0.491092194,-1.021095846,0.690293112,NA,"y",NA,311,"4","19-Jul","10/23/18","1","H",7,7.3,"7.9",NA,"","no",1,"","","",23,"HA89/RHA274","Female","Cultivated",0.07966,0.2852,2.0867,33,0.0989567143026012
"HA 89",254,4,3,"C","Low","Salt","Combo",254,39,3,194,"E",2,3,10,"4/30/18",1,"4",2,"","","","",13,8,"",0.189,1.6295,0.4002,0.1306,"","","Mold","","","y",1,2.0075,0.4002,2.4077,"y",0.696890167,-0.915790857,0.878671935,NA,"y",NA,254,"12","2/15/19","2/22/19","3","F",3,7.3,"7.6",NA,"","no",2,"","","",17.6,"HA89/RHA274","Female","Cultivated",0.07966,0.2612,2.4799,33,0.104188058727634
"HA 89",332,5,12,"C","High","NoSalt","Control",332,48,5,299,"A",11,1,18,"5/1/18",1,"4",2,"","","","",22,12,"",0.8033,6.5943,2.0676,0.5027,"","","Mold","18-Jun","","y",1,8.2009,2.0676,10.2685,"y",2.104243904,0.726388514,2.329080957,NA,"y",NA,332,"8","24-Jul","11/19/18","2","H",7,7.7,"8.3",NA,"R1","yes",1,"","","",19.5,"HA89/RHA274","Female","Cultivated",0.07966,1.0054,10.4706,32,0.152454969720606
"HA 89",49,1,13,"C","Low","NoSalt","LowNut",49,49,9,580,"A",4,3,35,"5/1/18",1,"4",2,"","","","",18,10,"",0.1913,1.077,0.4686,0.2315,"","","Mold","","","y",1,1.4596,0.4686,1.9282,"y",0.378162426,-0.758005753,0.656586925,NA,"y",NA,49,"8","24-Jul","11/16/18","2","B",10,7.5,"8.4",NA,"R1","yes",1,"","","",13.8,"HA89/RHA274","Female","Cultivated",0.07966,0.463,2.1999,32,0.103699987687949
"HYB 894",117,2,10,"C","Low","NoSalt","LowNut",117,46,6,366,"A",6,2,19,"5/1/18",1,"4",2,"","","","",17,10,"bud",0.4406,7.8179,2.3907,0.2594,"","","","19-Jun","","y",1,8.6991,2.3907,11.0898,"n",2.163219572,0.87158621,2.406025767,NA,"y",NA,117,"7","23-Jul","10/29/18","1","D",1,7.9,"7.8",NA,"","yes",2,"","","",12.2,"HA89/RHA274","Hybrid","Cultivated",0.12849,0.5188,11.168,32,0.139529898272086
"HYB 894",178,3,17,"B","Low","NoSalt","LowNut",178,35,8,569,"F",5,6,35,"5/1/18",1,"4",2,"","","","",19,11,"",0.372,5.1242,1.9857,0.2411,"","","","21-Jun","","y",1,5.8682,1.9857,7.8539,"n",1.769547943,0.685971497,2.061010224,NA,"y",NA,178,"1","13-Jul","10/19/18","1","E",12,7.7,"10",NA,"","no",2,"","","",11.9,"HA89/RHA274","Hybrid","Cultivated",0.12849,0.4822,7.9641,32,0.128964004416067
"HYB 894",135,2,10,"D","High","Salt","HighSalt",135,64,6,394,"C",10,2,21,"5/1/18",1,"7",2,"","","","",16,10,"bud",0.4556,5.3206,1.1542,0.1994,"","","","20-Jun","","y",1,6.2318,1.1542,7.386,"n",1.829665216,0.143407463,1.999586316,NA,"y",NA,135,"1","13-Jul","10/17/18","1","D",10,7.7,"8.6",NA,"R1","yes",2,"","","",26.6,"HA89/RHA274","Hybrid","Cultivated",0.12849,0.3988,7.3292,32,0.126367830253457
"HYB 894",41,1,5,"C","Low","Salt","Combo",41,41,1,63,"F",3,5,4,"4/30/18",1,"4",2,"","","","",18,10,"bud",0.2956,1.7978,0.5609,0.1774,"","","Mold","","","y",1,2.389,0.5609,2.9499,"y",0.870874868,-0.578212642,1.081771271,NA,"y",NA,41,"8","24-Jul","11/6/18","2","B",7,7.7,"8.6",NA,"","yes",2,"","","",20.2,"HA89/RHA274","Hybrid","Cultivated",0.12849,0.3548,3.0091,33,0.0955619766489354
"HYB 894",177,3,16,"B","Low","Salt","Combo",177,34,8,565,"F",1,6,34,"5/1/18",1,"4",2,"","","","",15,9,"",0.274,2.4378,0.8038,0.153,"","","Mold","20-Jun","","y",1,2.9858,0.8038,3.7896,"y",1.093867718,-0.218404797,1.332260473,NA,"y",NA,177,"9","11/2/18","2/21/19","3","D",1,7.7,"8.4",NA,"","no",2,"","","",16,"HA89/RHA274","Hybrid","Cultivated",0.12849,0.306,3.8216,32,0.106017918180636
"HYB 894",9,1,9,"A","High","NoSalt","Control",9,9,1,17,"B",5,5,1,"4/30/18",1,"4",2,"","","","",20,12,"",1.1442,9.9059,3.2445,0.7433,"","","Mold (2 pt)","","","y",1,12.1943,3.2445,15.4388,"y",2.500968629,1.176961255,2.736883821,NA,"y",NA,9,"9","10/29/18","10/29/18","1","A",5,7.1,"8.4",NA,"","no",1,"","","",22.9,"HA89/RHA274","Hybrid","Cultivated",0.12849,1.4866,15.7812,33,0.14577950172244
"HYB 894",197,3,18,"C","High","NoSalt","Control",197,54,7,453,"B",9,2,25,"5/1/18",1,"6",2,"","","","",24,17,"",1.1361,13.3728,5.2565,0.6089,"","","Mold","","","y",1,15.645,5.2565,20.9015,"y",2.750151377,1.659465406,3.039820927,NA,"y",NA,197,"6","","3/8/19","3","D",10,7.8,"8.1",NA,"R1","yes",2,"","","",19,"HA89/RHA274","Hybrid","Cultivated",0.12849,1.2178,20.9832,32,0.159238322382481
"HYB 894",83,2,12,"A","Low","NoSalt","LowNut",83,12,4,239,"B",11,3,13,"4/30/18",1,"4",2,"","","","",16,10,"bud",0.4056,6.9803,1.4288,0.287,"","","","19-Jun","","y",1,7.7915,1.4288,9.2203,"n",2.053033396,0.356834931,2.221407575,NA,"y",NA,83,"9","11/2/18","1/14/19","3","B",4,7.4,"8.1",NA,"R1","yes",2,"","","",12.1,"HA89/RHA274","Hybrid","Cultivated",0.12849,0.574,9.3887,33,0.130042758702063
"HYB 894",333,5,13,"C","High","Salt","HighSalt",333,49,5,300,"A",12,3,16,"5/1/18",1,"6",2,"","","","",20,10,"",0.4317,2.5605,1.1557,0.2565,"","","Mold","18-Jun","","y",1,3.4239,1.1557,4.5796,"y",1.230780252,0.144706221,1.521611658,NA,"y",NA,333,"13","2/28/19","3/4/19","3","G",12,7.8,"8.3",NA,"R1","yes",1,"","","",26.6,"HA89/RHA274","Hybrid","Cultivated",0.12849,0.513,4.6609,32,0.112222273788241
"HYB 894",290,5,6,"A","High","NoSalt","Control",290,6,2,83,"A",11,5,5,"4/30/18",1,"4",2,"","","","",23,14,"",1.1283,9.1341,3.8332,0.5764,"","","Mold","","","y",1,11.3907,3.8332,15.2239,"y",2.432797233,1.343699963,2.722866561,NA,"y",NA,290,"12","2/15/19","2/22/19","3","G",4,8,"8.4",NA,"","no",1,"","","",20.6,"HA89/RHA274","Hybrid","Cultivated",0.12849,1.1528,15.2484,33,0.144738750854639
"HYB 894",152,3,9,"A","High","Salt","HighSalt",152,9,8,519,"B",3,1,31,"5/1/18",1,"4",2,"","","","",17,10,"",0.2821,2.1484,0.7169,0.2323,"","","Mold","21-Jun","","y",1,2.7126,0.7169,3.4295,"y",0.997907585,-0.332818918,1.232414478,NA,"y",NA,152,"7","23-Jul","11/2/18","2","D",8,7.6,"8.4",NA,"","no",2,"","","",26.2,"HA89/RHA274","Hybrid","Cultivated",0.12849,0.4646,3.612,32,0.104255182320046
"HYB 894",165,3,4,"B","Low","Salt","Combo",165,22,8,541,"D",1,6,32,"5/1/18",1,"4",2,"","","","",16,8,"",0.02401,3.3812,0.6501,0.1668,"","","","","","y",1,3.42922,0.6501,4.07932,"n",1.23233283,-0.430629082,1.405930308,NA,"y",NA,165,"2","17-Jul","10/23/18","1","E",10,7.6,"7.8",NA,"","no",2,"","","",19.3,"HA89/RHA274","Hybrid","Cultivated",0.12849,0.3336,4.38891,32,0.110343284480394
"HYB 894",291,5,7,"A","Low","NoSalt","LowNut",291,7,2,84,"A",12,5,6,"4/30/18",1,"4",2,"","","","",15,10,"1 bud",0.3373,4.2326,1.9254,0.2387,"","","Mold","","","y",1,4.9072,1.9254,6.8326,"y",1.590703514,0.655133738,1.921705275,NA,"y",NA,291,"3","18-Jul","2/21/19","3","G",5,6.2,"6.7",NA,"","yes",1,"","","",10.7,"HA89/RHA274","Hybrid","Cultivated",0.12849,0.4774,6.9727,33,0.12102747645185
"HYB 894",27,1,9,"B","High","NoSalt","Control",27,27,1,47,"D",11,5,2,"4/30/18",1,"4",2,"","","","",28,16,"",0.9226,6.266,2.6614,0.7015,"","","","","","y",1,8.1112,2.6614,10.7726,"n",2.093245823,0.9788523,2.377005873,NA,"y",NA,27,"4","19-Jul","11/20/18","2","B",1,7.8,"8.3",NA,"","no",1,"","","",19.3,"HA89/RHA274","Hybrid","Cultivated",0.12849,1.403,11.253,33,0.135531483589534
"HYB 894",317,5,15,"B","Low","NoSalt","LowNut",317,33,2,129,"E",9,5,7,"4/30/18",1,"6",2,"","","","",17,11,"",0.3691,4.2559,1.7942,0.2135,"","","Mold","18-Jun","","y",1,4.9941,1.7942,6.7883,"y",1.608257216,0.58455924,1.915200542,NA,"y",NA,317,"8","24-Jul","11/19/18","2","H",1,7.8,"7.8",NA,"","no",1,"","","",12.3,"HA89/RHA274","Hybrid","Cultivated",0.12849,0.427,6.8462,33,0.120472665227505
"HYB 894",226,4,11,"A","Low","Salt","Combo",226,11,3,156,"A",12,5,9,"4/30/18",1,"4",2,"","","","",15,8,"bud",0.2365,1.5051,0.939,0.1571,"","","","16-Jun","","y",1,1.9781,0.939,2.9171,"n",0.682136788,-0.0629398,1.070589972,NA,"y",NA,226,"13","2/28/19","2/28/19","3","E",8,7.8,"7.9",NA,"R1","yes",1,"","","",19,"HA89/RHA274","Hybrid","Cultivated",0.12849,0.3142,2.9948,33,0.0954176257594285
"HYB 894",281,4,12,"D","High","Salt","HighSalt",281,66,6,428,"F",8,1,24,"5/1/18",1,"6",2,"","","","",16,8,"",0.2244,1.1934,1.1774,0.2039,"","","Mold","","","y",1,1.6422,1.1774,2.8196,"y",0.496036806,0.163308618,1.036595031,NA,"y",NA,281,"10","11/9/18","11/27/18","2","G",2,7.8,"8.2",NA,"","no",2,"","","",19.9,"HA89/RHA274","Hybrid","Cultivated",0.12849,0.4078,3.003,32,0.0984848746152482
"HYB 894",275,4,6,"D","High","Salt","HighSalt",275,60,6,420,"E",12,1,23,"5/1/18",1,"4",2,"","","","",16,8,"bud",0.4174,4.5338,1.1552,0.3412,"","","Mold","","","y",1,5.3686,1.1552,6.5238,"y",1.680567167,0.144273489,1.875457028,NA,"y",NA,275,"13","2/26/19","2/27/19","3","F",11,7.7,"8.3",NA,"","yes",1,"","","",25.2,"HA89/RHA274","Hybrid","Cultivated",0.12849,0.6824,6.7888,32,0.123974324817271
"HYB 894",207,3,10,"D","High","NoSalt","Control",207,64,7,471,"D",3,6,27,"5/1/18",1,"4",2,"","","","",26,16,"",1.361,12.0275,4.8009,0.7982,"","","Mold","21-Jun","","y",1,14.7495,4.8009,19.5504,"y",2.691209184,1.5688034,2.972995747,NA,"y",NA,207,"9","10/29/18","11/6/18","2","E",8,7.9,"8.3",NA,"","no",2,"","","",21.1,"HA89/RHA274","Hybrid","Cultivated",0.12849,1.5964,19.7858,32,0.157402147105607
"HYB 894",34,1,16,"B","Low","Salt","Combo",34,34,1,54,"E",6,5,3,"4/30/18",1,"4",2,"","","","",13,8,"",0.2376,2.8468,0.7715,0.1376,"","","Mold","","","y",1,3.322,0.7715,4.0935,"y",1.200567011,-0.259418607,1.40940035,NA,"y",NA,34,"5","20-Jul","10/23/18","1","A",10,7.9,"8.6",NA,"","no",1,"","","",16.1,"HA89/RHA274","Hybrid","Cultivated",0.12849,0.2752,4.1311,33,0.105165088303701
"RHA 274",244,4,11,"B","Low","Salt","Combo",244,29,3,183,"D",3,1,12,"4/30/18",1,"4",2,"","","","",26,21,"bud",0.1998,0.3684,0.4062,NA,"","","Mold","16-Jun","","y",1,0.768,0.4062,1.1742,"y",-0.263965546,-0.90090963,0.160587065,NA,"y",NA,244,"7","23-Jul","11/2/18","2","F",5,7.8,"8.4",NA,"R1","yes",2,"whole leaf","","",17.7,"HA89/RHA274","Male","Cultivated",0.03775,0.1998,1.1742,33,0.104162329331365
"RHA 274",159,3,16,"A","High","Salt","HighSalt",159,16,8,534,"C",6,4,28,"5/1/18",1,"6",2,"","","","",13,8,"bud",0.133,0.6453,0.2609,NA,"","","Mold","","","y",1,0.9113,0.2609,1.1722,"y",-0.092883127,-1.343618087,0.158882325,NA,"y",NA,159,"10","11/9/18","30-Nov","2","D",9,7.8,"8.2",NA,"R2","yes",2,"whole leaf","","",19.5,"HA89/RHA274","Male","Cultivated",0.03775,0.133,1.1722,32,0.107364129010853
"RHA 274",186,3,7,"C","High","NoSalt","Control",186,43,7,435,"A",3,6,20,"5/1/18",1,"4",2,"","","","",NA,NA,"bud",0.5851,8.6138,1.7144,0.329,"","","","21-Jun","","y",1,9.784,1.7144,11.4984,"n",2.280748398,0.539063165,2.442207895,NA,"y",NA,186,"11","1/24/19","1/25/19","3","D",5,7.8,"8.3",NA,"R1","yes",2,"","","",18.5,"HA89/RHA274","Male","Cultivated",0.03775,0.658,11.5713,32,0.178915553054106
"RHA 274",155,3,12,"A","High","NoSalt","Control",155,12,8,523,"B",7,4,26,"5/1/18",1,"4",2,"","","","",NA,NA,"bud",0.6773,3.9871,1.8657,0.3798,"","","Mold","20-Jun","","y",1,5.3417,1.8657,7.2074,"y",1.675543954,0.623636318,1.975108276,NA,"y",NA,155,"11","1/9/19","1/14/19","3","C",5,8.1,"8.5",NA,"R1","yes",2,"","","",16.4,"HA89/RHA274","Male","Cultivated",0.03775,0.7596,7.2897,32,0.164476006131172
"RHA 274",208,3,11,"D","High","NoSalt","Control",208,65,7,472,"D",4,6,22,"5/1/18",1,"4",2,"","","","",NA,NA,"bud",0.5082,2.9285,1.9228,0.4219,"","","Mold","21-Jun","","y",1,3.9449,1.9228,5.8677,"y",1.372423605,0.653782457,1.769462734,NA,"y",NA,208,"11","29-Nov","30-Nov","2","E",9,7.9,"8.3",NA,"R2","yes",2,"","","",19.6,"HA89/RHA274","Male","Cultivated",0.03775,0.8438,6.2033,32,0.159432850368862
"RHA 274",10,1,10,"A","High","Salt","HighSalt",10,10,1,19,"B",7,2,3,"4/30/18",1,"4",2,"","","","",9,6,"bud",0.0972,0.2984,0.1783,0.0755,"","","Mold","","","y",1,0.4928,0.1783,0.6711,"y",-0.707651867,-1.724287754,-0.398837122,NA,"y",NA,10,"2","17-Jul","10/9/18","1","A",6,7.7,"8.6",NA,"R1","yes",2,"","","",19.6,"HA89/RHA274","Male","Cultivated",0.03775,0.151,0.7249,33,0.0895469163215697
"RHA 274",75,2,4,"A","Low","Salt","Combo",75,4,4,220,"A",4,4,14,"4/30/18",1,"4",2,"","","","",15,9,"bud",0.2602,1.3563,0.2623,0.1054,"","","","19-Jun","","y",1,1.8767,0.2623,2.139,"n",0.629514915,-1.338266392,0.76033843,NA,"y",NA,75,"2","17-Jul","10/16/18","1","B",11,7.2,"7.9",NA,"R1","yes",2,"","","",16.1,"HA89/RHA274","Male","Cultivated",0.03775,0.2108,2.0896,33,0.121628559496578
"RHA 274",67,1,13,"D","High","Salt","HighSalt",67,67,7,492,"E",12,6,24,"5/1/18",1,"2",2,"","","","",11,6,"1 bud",0.1693,0.5234,0.2195,0.0339,"","","Mold","","","y",1,0.862,0.2195,1.0815,"y",-0.148500008,-1.516403046,0.078348966,NA,"y",NA,67,"2","17-Jul","10/9/18","1","B",5,7.2,"8",NA,"R1","yes",1,"","","",22.8,"HA89/RHA274","Male","Cultivated",0.03775,0.0678,0.98,32,0.101767721749049
"RHA 274",181,3,2,"C","Low","NoSalt","LowNut",181,38,8,573,"F",9,5,34,"5/1/18",1,"2",2,"","","","",16,8,"bud",0.2257,2.8562,NA,0.1568,"","","Shelf Fall","","","y",1,3.3076,NA,NA,"n",1.196222851,NA,NA,NA,"y",NA,181,"12","2/15/19","2/18/19","3","D",3,7.8,"8.1",NA,"R1","yes",2,"Eaten","","",11.2,"HA89/RHA274","Male","Cultivated",0.03775,0.3136,NA,32,NA
"RHA 274",188,3,9,"C","Low","NoSalt","LowNut",188,45,7,437,"A",5,6,21,"5/1/18",1,"4",2,"","","","",13,8,"",0.2394,3.5826,0.9109,0.2154,"","","","","","y",1,4.0614,0.9109,4.9723,"n",1.401527742,-0.093322157,1.60388251,NA,"y",NA,188,"10","11/9/18","11/27/18","2","E",5,7.6,"7.4",NA,"","no",2,"","","",14.6,"HA89/RHA274","Male","Cultivated",0.03775,0.4308,5.1637,32,0.153700724377611
"RHA 274",221,4,6,"A","Low","NoSalt","LowNut",221,6,3,150,"A",6,1,10,"4/30/18",1,"4",2,"","","","",17,10,"bud",0.2858,1.7373,1.1607,0.1341,"","","Mold","16-Jun","","y",1,2.3089,1.1607,3.4696,"y",0.836771221,0.149023271,1.244039314,NA,"y",NA,221,"4","19-Jul","10/18/18","1","F",7,5.6,"8",NA,"R2","yes",1,"","","",13.6,"HA89/RHA274","Male","Cultivated",0.03775,0.2682,3.452,33,0.136840108379039
"RHA 274",270,4,1,"D","High","NoSalt","Control",270,55,6,411,"E",3,6,18,"5/1/18",1,"4",2,"","","","",NA,NA,"bud",0.6357,3.6906,1.4922,0.3428,"","","Mold","19-Jun","","y",1,4.962,1.4922,6.4542,"y",1.601808885,0.400251541,1.864731082,NA,"y",NA,270,"4","19-Jul","10/19/18","1","G",4,7.6,"8.4",NA,"R1","yes",1,"","","",17.9,"HA89/RHA274","Male","Cultivated",0.03775,0.6856,6.5041,32,0.160912579705255
"RHA 274",179,3,18,"B","Low","Salt","Combo",179,36,8,571,"F",7,1,32,"5/1/18",1,"4",4,"","","","",15,8,"bud",0.1062,0.5878,0.2181,NA,"","","","","","y",1,0.8002,0.2181,1.0183,"n",-0.222893583,-1.522801606,0.01813457,NA,"y",NA,179,"6","","3/4/19","3","D",2,7.9,"8.5",NA,"R2","yes",2,"whole leaf","","",20.6,"HA89/RHA274","Male","Cultivated",0.03775,0.1062,1.0183,32,0.102965761671331
"RHA 274",180,3,1,"C","High","Salt","HighSalt",180,37,8,572,"F",8,1,33,"5/1/18",1,"2",2,"","","","",9,6,"bud",0.0883,0.8153,NA,NA,"","","Shelf Fall","","","y",1,0.9919,NA,NA,"n",-0.008132983,NA,NA,NA,"y",NA,180,"1","13-Jul","10/19/18","1","F",1,7.7,"8.8",NA,"R1","yes",2,"whole leaf","","",14.2,"HA89/RHA274","Male","Cultivated",0.03775,0.0883,NA,32,NA
"RHA 274",262,4,11,"C","Low","Salt","Combo",262,47,3,206,"F",2,1,13,"4/30/18",1,"2",2,"","","","",9,6,"",0.019,0.0708,0.034,NA,"","","Mold","","","y",1,0.1088,0.034,0.1428,"y",-2.218243945,-3.381394754,-1.946310229,NA,"y",NA,262,"8","24-Jul","30-Nov","2","F",11,7.9,"8.4",NA,"","no",1,"whole leaf","","",13.2,"HA89/RHA274","Male","Cultivated",0.03775,0.019,0.1428,33,0.0403169567942561
"RHA 274",93,2,4,"B","High","Salt","HighSalt",93,22,4,253,"D",1,4,15,"4/30/18",1,"4",2,"","","","",13,8,"bud",0.2246,1.813,0.2031,0.1319,"","","","19-Jun","","y",1,2.2622,0.2031,2.4653,"n",0.816337791,-1.59405681,0.902313504,NA,"y",NA,93,"12","1/29/19","1/31/19","3","B",6,7.9,"ok",NA,"R1","yes",2,"","","",18.6,"HA89/RHA274","Male","Cultivated",0.03775,0.2638,2.5045,33,0.127116936881898
"RHA 274",40,1,4,"C","Low","Salt","Combo",40,40,1,62,"F",2,2,4,"4/30/18",1,"4",2,"","","","",9,5,"bud",0.0753,0.2814,0.0924,NA,"","","Mold","","","y",1,0.432,0.0924,0.5244,"y",-0.839329691,-2.3816283,-0.645500527,NA,"y",NA,40,"11","29-Nov","30-Nov","3","A",8,7.8,"8.7",NA,"R1","yes",2,"whole leaf","","",16.4,"HA89/RHA274","Male","Cultivated",0.03775,0.0753,0.5244,33,0.0797354326119549
"RHA 274",8,1,8,"A","High","NoSalt","Control",8,8,1,15,"B",3,2,2,"4/30/18",1,"4",2,"","","","",29,23,"",0.6166,2.5735,1.5748,0.3797,"","","Mold","","","y",1,3.8067,1.5748,5.3815,"y",1.336762672,0.45412828,1.682967146,NA,"y",NA,8,"8","24-Jul","11/16/18","2","A",3,7.8,"8.5",NA,"","no",2,"","tube opened in liquid nitrogen","",17.7,"HA89/RHA274","Male","Cultivated",0.03775,0.7594,5.5243,33,0.151088677146413
"RHA 274",276,4,7,"D","Low","NoSalt","LowNut",276,61,6,421,"F",1,6,19,"5/1/18",1,"4",2,"","","","",15,8,"1 bud",0.2409,1.4117,0.4409,0.1451,"","","Mold","","","y",1,1.8935,0.4409,2.3344,"y",0.638426968,-0.818937187,0.847754899,NA,"y",NA,276,"11","30-Nov","1/31/19","3","F",12,7.9,"ok",NA,"R1","yes",1,"","","",14.7,"HA89/RHA274","Male","Cultivated",0.03775,0.2902,2.3837,32,0.129544490801427
"RHA 274",316,5,14,"B","Low","NoSalt","LowNut",316,32,2,128,"E",8,2,8,"4/30/18",1,"4",2,"","","","",17,10,"1 bud",0.2309,1.4386,0.8196,0.1736,"","","Mold","18-Jun","","y",1,1.9004,0.8196,2.72,"y",0.64206439,-0.198938863,1.00063188,NA,"y",NA,316,"8","24-Jul","11/16/18","2","G",12,7.5,"8.4",NA,"R2","yes",1,"","","",12.6,"HA89/RHA274","Male","Cultivated",0.03775,0.3472,2.8363,33,0.130886975428941
"RHA 373",1,1,1,"A","High","NoSalt","Control",1,1,1,4,"A",4,5,1,"4/30/18",1,"4",2,"","","","",14,8,"",0.645,2.3074,1.6587,0.3637,"","","Mold","","","y",1,3.5974,1.6587,5.2561,"y",1.280211362,0.506034163,1.659389307,NA,"y",NA,1,"5","20-Jul","10/30/18","2","A",1,7.8,"8.5",NA,"","no",1,"","","",20.7,"HA445/RHA373","Male","Cultivated",0.0415,0.7274,5.3385,33,0.147182017163082
"RHA 373",283,4,14,"D","Low","Salt","Combo",283,68,6,430,"F",10,4,24,"5/1/18",1,"4",2,"","","","",11,6,"",0.1367,0.5156,0.1596,NA,"","","Mold","","","y",1,0.789,0.1596,0.9486,"y",-0.236988958,-1.835084594,-0.052768066,NA,"y",NA,283,"2","17-Jul","10/30/18","1","G",7,7.7,"8.1",NA,"","no",2,"","","",18.9,"HA445/RHA373","Male","Cultivated",0.0415,NA,NA,32,NA
"RHA 373",56,1,2,"D","High","Salt","HighSalt",56,56,9,587,"A",11,6,35,"5/1/18",1,"4",2,"","","","",11,6,"",0.1108,0.3763,0.1509,0.061,"","","Mold","","","y",1,0.5979,0.1509,0.7488,"y",-0.514331763,-1.891137913,-0.289283354,NA,"y",NA,56,"13","2/22/19","3/8/19","3","B",1,7.8,"7.8",NA,"","no",2,"","","",23.3,"HA445/RHA373","Male","Cultivated",0.0415,0.122,0.76,32,0.0908632814388664
"RHA 373",313,5,11,"B","Low","Salt","Combo",313,29,2,121,"E",1,1,12,"4/30/18",1,"4",2,"","","","",11,8,"",0.1469,0.4821,0.2639,NA,"","","Mold","18-Jun","","y",1,0.7759,0.2639,1.0398,"y",-0.253731633,-1.332185035,0.039028387,NA,"y",NA,313,"10","11/9/18","11/27/18","2","G",11,7.6,"8.4",NA,"","no",1,"whole leaf","","",22.4,"HA445/RHA373","Male","Cultivated",0.0415,0.1469,1.0398,33,0.097608795112514
"RHA 373",176,3,15,"B","Low","NoSalt","LowNut",176,33,8,563,"E",11,2,34,"5/1/18",1,"4",2,"","","","",18,12,"",0.4092,3.6565,0.9459,0.3099,"","","Mold","21-Jun","","y",1,4.4749,0.9459,5.4208,"y",1.498484005,-0.055618424,1.690243406,NA,"y",NA,176,"8","24-Jul","11/30/18","2","E",3,7.9,"8.2",NA,"","no",2,"","","",17.3,"HA445/RHA373","Male","Cultivated",0.0415,0.6198,5.6314,32,0.153450622838599
"RHA 373",215,3,18,"D","High","Salt","HighSalt",215,72,7,488,"E",8,6,31,"5/1/18",1,"4",2,"","","","",12,8,"",0.188,1.1303,0.4418,NA,"","","Mold","","","y",1,1.5063,0.4418,1.9481,"y",0.409656313,-0.816897988,0.666854539,NA,"y",NA,215,"2","17-Jul","10/19/18","1","F",6,7.5,"8.1",NA,"","no",2,"whole leaf","","",22.7,"HA445/RHA373","Male","Cultivated",0.0415,0.188,1.9481,32,0.120278637198453
